Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,17.540001,17.940001,16.180000,16.270000,16.270000,1585400
2019-01-08,17.350000,17.468000,16.049999,16.950001,16.950001,1892700
2019-01-09,17.200001,17.250000,16.150000,16.330000,16.330000,1187400
2019-01-10,16.360001,16.510000,16.000000,16.480000,16.480000,487300
2019-01-11,16.600000,17.059999,16.530001,17.000000,17.000000,580600
2019-01-14,17.000000,17.059999,16.719999,16.740000,16.740000,612900
2019-01-15,17.000000,17.000000,16.410000,16.590000,16.590000,468100
2019-01-16,16.799999,16.950001,16.260000,16.260000,16.260000,272800
2019-01-17,16.049999,16.530001,16.049999,16.309999,16.309999,315700
2019-01-18,16.459999,16.799999,16.250000,16.690001,16.690001,630000
2019-01-22,16.620001,16.635000,15.350000,15.560000,15.560000,636900
2019-01-23,15.590000,15.920000,14.760000,14.790000,14.790000,652600
2019-01-24,14.900000,15.195000,14.640000,14.640000,14.640000,452900
2019-01-25,14.800000,14.920000,14.400000,14.910000,14.910000,942200
2019-01-28,14.840000,14.840000,14.450000,14.450000,14.450000,656500
2019-01-29,14.460000,14.875000,14.450000,14.630000,14.630000,592800
2019-01-30,14.720000,15.545000,14.650000,15.130000,15.130000,758900
2019-01-31,15.240000,17.480000,15.240000,16.600000,16.600000,2259200
2019-02-01,16.799999,17.007999,15.900000,16.219999,16.219999,617200
2019-02-04,16.219999,16.490000,15.950000,16.270000,16.270000,297800
2019-02-05,16.290001,17.490000,16.208000,17.180000,17.180000,652700
2019-02-06,17.250000,18.389999,17.110001,18.139999,18.139999,1015900
2019-02-07,17.950001,18.068001,17.040001,17.049999,17.049999,527600
2019-02-08,17.100000,18.150000,17.100000,17.990000,17.990000,685700
2019-02-11,17.990000,18.646000,17.750999,18.170000,18.170000,597900
2019-02-12,18.209999,18.760000,17.600000,18.690001,18.690001,753100
2019-02-13,18.990000,19.219999,18.299999,18.530001,18.530001,1333500
2019-02-14,18.639999,19.959999,18.629999,19.660000,19.660000,1091400
2019-02-15,19.940001,21.466999,19.700001,21.440001,21.440001,2087400
2019-02-19,21.510000,21.513000,20.049999,20.830000,20.830000,1204700
2019-02-20,21.120001,21.240000,19.129999,19.920000,19.920000,1159900
2019-02-21,19.740000,19.980000,18.879999,19.340000,19.340000,822600
2019-02-22,19.350000,20.040001,19.350000,19.879999,19.879999,567600
2019-02-25,20.540001,22.299999,19.830000,21.650000,21.650000,1917900
2019-02-26,21.600000,24.400000,21.559999,23.700001,23.700001,2522800
2019-02-27,23.370001,23.830000,21.530001,22.100000,22.100000,1553000
2019-02-28,22.450001,23.030001,22.049999,22.600000,22.600000,511000
2019-03-01,23.090000,23.389999,21.639999,22.270000,22.270000,867000
2019-03-04,22.469999,22.799999,20.520000,21.120001,21.120001,1134100
2019-03-05,21.180000,21.490000,20.290001,21.370001,21.370001,1086400
2019-03-06,21.400000,22.049999,20.059999,20.650000,20.650000,1061000
2019-03-07,20.420000,21.155001,19.612000,20.590000,20.590000,1018100
2019-03-08,20.370001,21.080000,19.900000,20.930000,20.930000,631100
2019-03-11,20.990000,20.990000,19.969999,20.430000,20.430000,915400
2019-03-12,20.520000,20.889999,19.120001,19.260000,19.260000,1627600
2019-03-13,19.299999,20.254999,19.230000,19.969999,19.969999,756500
2019-03-14,19.920000,21.000000,19.920000,20.820000,20.820000,883600
2019-03-15,20.990000,22.190001,20.889999,21.820000,21.820000,2686600
2019-03-18,21.740000,22.219999,21.219999,22.180000,22.180000,1245600
2019-03-19,22.469999,22.600000,20.180000,20.350000,20.350000,976100
2019-03-20,20.410000,20.980000,19.900000,20.000000,20.000000,985000
2019-03-21,20.000000,20.250000,19.209999,19.340000,19.340000,860500
2019-03-22,19.379999,19.700001,18.750000,19.000000,19.000000,579500
2019-03-25,19.000000,19.590000,18.209999,19.400000,19.400000,671700
2019-03-26,19.610001,19.940001,19.240000,19.900000,19.900000,393600
2019-03-27,20.080000,20.080000,18.889999,19.270000,19.270000,602600
2019-03-28,19.299999,19.740000,19.000000,19.660000,19.660000,453600
2019-03-29,19.870001,20.799999,19.469999,20.350000,20.350000,660800
2019-04-01,20.540001,20.915001,20.040001,20.590000,20.590000,547600
2019-04-02,20.680000,20.680000,19.540001,19.700001,19.700001,546400
2019-04-03,19.920000,21.670000,19.809999,21.330000,21.330000,909300
2019-04-04,21.120001,23.180000,21.040001,23.080000,23.080000,1705900
2019-04-05,23.799999,26.230000,22.665001,25.959999,25.959999,1978100
2019-04-08,25.900000,29.790001,25.600000,27.230000,27.230000,2673100
2019-04-09,27.299999,28.400000,26.311001,26.820000,26.820000,1051500
2019-04-10,26.900000,27.740000,26.500000,26.799999,26.799999,639200
2019-04-11,26.820000,26.990000,24.260000,25.730000,25.730000,1030000
2019-04-12,26.000000,26.051001,24.270000,24.610001,24.610001,708600
2019-04-15,24.990000,25.940001,24.620001,25.840000,25.840000,636500
2019-04-16,26.000000,26.219999,23.650000,23.780001,23.780001,964600
2019-04-17,24.000000,24.120001,22.313999,23.500000,23.500000,918500
2019-04-18,23.469999,23.549999,22.430000,22.510000,22.510000,736400
2019-04-22,22.700001,23.990000,22.511000,23.629999,23.629999,494100
2019-04-23,23.730000,24.983000,23.730000,24.700001,24.700001,617800
2019-04-24,24.799999,25.760000,24.290001,25.760000,25.760000,702200
2019-04-25,25.760000,26.719999,25.430000,25.740000,25.740000,603300
2019-04-26,25.830000,27.299999,25.690001,26.260000,26.260000,593500
2019-04-29,26.280001,27.200001,24.971001,25.139999,25.139999,1057800
2019-04-30,25.280001,26.030001,25.000000,26.030001,26.030001,620700
2019-05-01,26.309999,27.090000,25.870001,26.400000,26.400000,1121500
2019-05-02,26.330000,28.490000,26.190001,28.340000,28.340000,1079600
2019-05-03,28.889999,28.950001,26.850000,27.200001,27.200001,837900
2019-05-06,26.379999,27.809999,26.250000,27.100000,27.100000,667200
2019-05-07,27.180000,27.256001,24.160000,24.549999,24.549999,1061300
2019-05-08,23.700001,26.000000,23.530001,23.540001,23.540001,1023900
2019-05-09,23.500000,24.000000,22.750000,23.260000,23.260000,523100
2019-05-10,23.040001,24.930000,22.799999,24.920000,24.920000,536200
2019-05-13,24.459999,24.770000,23.225000,24.430000,24.430000,491600
2019-05-14,24.500000,24.889999,23.570000,23.590000,23.590000,473900
2019-05-15,23.459999,23.840000,22.809999,23.120001,23.120001,847300
2019-05-16,23.500000,24.049999,23.150000,23.459999,23.459999,536600
2019-05-17,23.309999,23.429001,21.680000,23.080000,23.080000,1275200
2019-05-20,22.850000,23.600000,22.549999,22.600000,22.600000,552700
2019-05-21,22.650000,23.160000,22.430000,22.700001,22.700001,475900
2019-05-22,22.650000,22.768000,21.930000,22.000000,22.000000,569600
2019-05-23,21.750000,21.940001,21.010000,21.379999,21.379999,739600
2019-05-24,21.559999,22.000000,21.410000,21.830000,21.830000,744000
2019-05-28,22.299999,22.459999,21.440001,21.540001,21.540001,616000
2019-05-29,21.709999,21.898001,21.160000,21.700001,21.700001,490700
2019-05-30,21.840000,21.900000,21.049999,21.490000,21.490000,361300
2019-05-31,21.160000,21.379999,20.740000,20.780001,20.780001,443500
2019-06-03,20.790001,20.990000,18.820000,19.850000,19.850000,1031600
2019-06-04,19.760000,20.740000,19.230000,19.469999,19.469999,1077700
2019-06-05,19.200001,19.200001,17.200001,17.700001,17.700001,5046100
2019-06-06,17.830000,18.921000,17.610001,17.940001,17.940001,6066300
2019-06-07,17.709999,18.400000,17.299999,17.520000,17.520000,1892800
2019-06-10,17.850000,17.990000,15.670000,15.670000,15.670000,2574700
2019-06-11,16.090000,16.879999,15.750000,16.000000,16.000000,5614200
2019-06-12,16.110001,16.360001,15.620000,16.299999,16.299999,2042400
2019-06-13,16.420000,17.590000,16.049999,16.160000,16.160000,1607300
2019-06-14,16.250000,16.674999,15.320000,15.400000,15.400000,2080000
2019-06-17,15.540000,15.850000,15.280000,15.770000,15.770000,1220400
2019-06-18,15.900000,16.190001,15.578000,15.740000,15.740000,1120200
2019-06-19,15.750000,16.302000,15.370000,15.500000,15.500000,2831100
2019-06-20,15.850000,15.935000,14.860000,15.180000,15.180000,1605400
2019-06-21,15.200000,15.320000,14.500000,14.700000,14.700000,2115700
2019-06-24,14.410000,14.691000,14.020000,14.040000,14.040000,1327300
2019-06-25,14.110000,14.250000,13.650000,13.770000,13.770000,1935300
2019-06-26,13.920000,14.180000,13.650000,13.700000,13.700000,1112800
2019-06-27,13.500000,14.405000,13.500000,14.340000,14.340000,1724400
2019-06-28,14.410000,14.640000,14.110000,14.640000,14.640000,1657000
2019-07-01,14.860000,15.080000,14.470000,14.730000,14.730000,1134400
2019-07-02,14.710000,14.710000,14.000000,14.400000,14.400000,1202100
2019-07-03,14.500000,15.330000,14.400000,15.310000,15.310000,954500
2019-07-05,15.470000,15.470000,14.830000,14.960000,14.960000,970600
2019-07-08,14.890000,14.900000,14.140000,14.290000,14.290000,938300
2019-07-09,14.310000,14.850000,14.150000,14.850000,14.850000,739700
2019-07-10,14.940000,15.220000,14.050000,14.480000,14.480000,1770200
2019-07-11,14.560000,14.700000,14.120000,14.440000,14.440000,1135100
2019-07-12,14.270000,14.480000,14.060000,14.200000,14.200000,1084300
2019-07-15,14.280000,14.460000,14.000000,14.320000,14.320000,727600
2019-07-16,14.320000,14.475000,14.000000,14.140000,14.140000,1111000
2019-07-17,14.170000,14.590000,14.000000,14.030000,14.030000,1202300
2019-07-18,14.090000,14.280000,13.900000,14.260000,14.260000,756800
2019-07-19,14.290000,14.400000,14.010000,14.110000,14.110000,1042600
2019-07-22,14.220000,14.320000,13.910000,14.050000,14.050000,1058900
2019-07-23,14.060000,14.130000,13.120000,13.600000,13.600000,2053300
2019-07-24,13.750000,14.520000,13.473000,14.470000,14.470000,1167300
2019-07-25,14.510000,14.650000,13.500000,13.510000,13.510000,895500
2019-07-26,13.590000,14.180000,13.360000,14.120000,14.120000,669000
2019-07-29,14.170000,14.330000,13.560000,13.690000,13.690000,1049600
2019-07-30,13.610000,13.760000,13.290000,13.400000,13.400000,929500
2019-07-31,13.420000,13.510000,13.040000,13.100000,13.100000,1087500
2019-08-01,13.200000,13.400000,12.710000,13.010000,13.010000,1502100
2019-08-02,13.000000,13.037000,12.400000,12.730000,12.730000,1180300
2019-08-05,12.550000,12.690000,12.200000,12.260000,12.260000,1038200
2019-08-06,12.500000,12.868000,11.900000,12.290000,12.290000,2007700
2019-08-07,12.260000,14.500000,11.540000,12.850000,12.850000,3003000
2019-08-08,12.910000,13.300000,12.300000,13.190000,13.190000,1500900
2019-08-09,13.140000,13.550000,12.970000,13.330000,13.330000,744900
2019-08-12,13.420000,13.680000,12.984000,13.020000,13.020000,780300
2019-08-13,13.000000,13.395000,12.760000,13.300000,13.300000,559000
2019-08-14,13.080000,13.220000,12.500000,12.740000,12.740000,1362700
2019-08-15,12.720000,12.950000,12.470000,12.670000,12.670000,1162800
2019-08-16,12.850000,13.240000,12.790000,13.160000,13.160000,1105100
2019-08-19,13.250000,13.500000,13.020000,13.400000,13.400000,1914300
2019-08-20,13.870000,14.650000,13.600000,14.150000,14.150000,3366900
2019-08-21,14.250000,14.410000,13.760000,14.290000,14.290000,1416100
2019-08-22,14.370000,14.430000,14.040000,14.160000,14.160000,1022400
2019-08-23,14.080000,14.360000,13.830000,13.880000,13.880000,1501000
2019-08-26,14.010000,15.380000,14.000000,14.970000,14.970000,3153400
2019-08-27,15.170000,15.500000,14.120000,14.510000,14.510000,2720200
2019-08-28,14.510000,15.040000,14.380000,14.820000,14.820000,1451700
2019-08-29,14.910000,15.200000,14.610000,15.180000,15.180000,1684000
2019-08-30,15.300000,15.750000,15.200000,15.730000,15.730000,1601300
2019-09-03,16.100000,16.500000,14.350000,14.880000,14.880000,2508800
2019-09-04,15.110000,15.590000,14.800000,15.420000,15.420000,1555700
2019-09-05,15.650000,16.129999,15.020000,15.530000,15.530000,1394500
2019-09-06,15.560000,16.180000,15.140000,15.880000,15.880000,2042500
2019-09-09,15.980000,16.230000,15.360000,16.030001,16.030001,2311800
2019-09-10,16.059999,17.340000,15.970000,17.090000,17.090000,3077200
2019-09-11,17.340000,17.590000,15.890000,15.920000,15.920000,3590700
2019-09-12,16.230000,18.459999,16.200001,16.400000,16.400000,8290900
2019-09-13,16.450001,17.040001,16.059999,16.709999,16.709999,3162200
2019-09-16,16.730000,17.309999,16.690001,17.049999,17.049999,3053900
2019-09-17,17.459999,17.950001,17.190001,17.660000,17.660000,5239600
2019-09-18,17.770000,18.000000,17.350000,17.780001,17.780001,5834500
2019-09-19,17.709999,18.420000,17.617001,17.900000,17.900000,5866800
2019-09-20,18.139999,18.389999,17.750000,18.070000,18.070000,24387400
2019-09-23,18.240000,18.480000,17.559999,17.830000,17.830000,4847400
2019-09-24,17.830000,17.990000,17.250000,17.820000,17.820000,5213300
2019-09-25,17.709999,17.709999,17.100000,17.180000,17.180000,3044600
2019-09-26,17.410000,17.510000,16.145000,16.340000,16.340000,4448900
2019-09-27,16.290001,16.540001,15.675000,15.900000,15.900000,2305200
2019-09-30,15.790000,16.270000,15.670000,15.920000,15.920000,1532200
2019-10-01,15.870000,16.059999,14.800000,14.810000,14.810000,1544900
2019-10-02,14.780000,15.010000,14.420000,14.860000,14.860000,1783300
2019-10-03,15.240000,15.240000,14.410000,15.070000,15.070000,1464200
2019-10-04,15.050000,15.570000,14.890000,15.510000,15.510000,1021400
2019-10-07,15.450000,15.630000,15.070000,15.470000,15.470000,1373900
2019-10-08,15.360000,15.480000,15.010000,15.310000,15.310000,1226200
2019-10-09,15.330000,15.550000,14.180000,14.200000,14.200000,2386100
2019-10-10,14.130000,14.410000,13.870000,14.160000,14.160000,1343300
2019-10-11,14.240000,14.700000,13.990000,14.055000,14.055000,934900
2019-10-14,14.190000,14.270000,13.670000,13.930000,13.930000,954300
2019-10-15,13.930000,14.450000,13.530000,14.330000,14.330000,1153500
2019-10-16,14.270000,14.320000,14.020000,14.150000,14.150000,914100
2019-10-17,14.230000,14.720000,14.150000,14.540000,14.540000,1033900
2019-10-18,14.500000,14.850000,14.070000,14.810000,14.810000,1596400
2019-10-21,14.900000,15.590000,14.660000,15.500000,15.500000,930900
2019-10-22,15.560000,16.090000,15.550000,15.920000,15.920000,588500
2019-10-23,16.160000,17.010000,16.090000,16.900000,16.900000,1512000
2019-10-24,16.920000,17.030001,16.049999,16.590000,16.590000,1112100
2019-10-25,16.730000,17.100000,16.430000,17.010000,17.010000,737000
2019-10-28,17.010000,17.150000,16.809000,17.030001,17.030001,652400
2019-10-29,16.959999,17.155001,16.660000,16.990000,16.990000,751700
2019-10-30,16.950001,17.240000,16.520000,17.139999,17.139999,958700
2019-10-31,17.030001,17.150000,16.490000,16.750000,16.750000,1007300
2019-11-01,16.799999,16.893999,15.520000,15.660000,15.660000,1600600
2019-11-04,15.900000,16.799999,15.830000,16.799999,16.799999,1330000
2019-11-05,16.940001,17.719999,16.709999,16.889999,16.889999,1741300
2019-11-06,16.830000,17.490000,16.049999,16.129999,16.129999,1575400
2019-11-07,16.330000,17.608000,16.280001,17.500000,17.500000,2043600
2019-11-08,17.250000,17.500000,17.110001,17.490000,17.490000,973600
2019-11-11,17.330000,17.520000,17.200001,17.400000,17.400000,941900
2019-11-12,17.340000,18.100000,17.302999,17.990000,17.990000,1978300
2019-11-13,18.000000,18.500000,17.709999,18.250000,18.250000,2014800
2019-11-14,18.160000,18.500000,17.910000,18.340000,18.340000,1532500
2019-11-15,18.389999,19.430000,18.350000,19.370001,19.370001,1880000
2019-11-18,19.209999,19.450001,18.670000,19.450001,19.450001,920600
2019-11-19,19.270000,19.870001,19.082001,19.360001,19.360001,1144700
2019-11-20,19.379999,20.400000,19.350000,20.180000,20.180000,2316500
2019-11-21,19.980000,20.320000,19.690001,20.200001,20.200001,1202500
2019-11-22,20.070000,20.730000,19.860001,20.690001,20.690001,1443300
2019-11-25,20.900000,21.000000,19.950001,20.000000,20.000000,1926900
2019-11-26,20.037001,20.650000,19.820000,20.330000,20.330000,1549400
2019-11-27,20.280001,20.700001,19.990000,20.370001,20.370001,1561200
2019-11-29,20.600000,20.930000,20.280001,20.360001,20.360001,1186700
2019-12-02,20.299999,20.540001,19.600000,19.760000,19.760000,1184000
2019-12-03,19.480000,21.370001,19.410000,21.280001,21.280001,1795200
2019-12-04,21.000000,21.469999,20.933001,21.270000,21.270000,1980100
2019-12-05,21.490000,21.500000,20.570000,20.639999,20.639999,1478100
2019-12-06,20.780001,21.040001,18.820000,18.940001,18.940001,3537200
2019-12-09,19.070000,19.299999,18.670000,18.780001,18.780001,2814000
2019-12-10,18.780001,19.090000,18.580000,18.870001,18.870001,1619800
2019-12-11,19.030001,19.110001,18.530001,18.650000,18.650000,1233100
2019-12-12,18.559999,19.045000,18.320000,18.450001,18.450001,1313400
2019-12-13,18.469999,18.719999,18.320000,18.620001,18.620001,1302400
2019-12-16,18.600000,18.969999,18.219999,18.520000,18.520000,1785500
